微星 PRO X870-P WIFI(ATX/LAN 5G+Wi-Fi 7/註四年)14+2+1相 *任搭優惠到10/31,$7590 ◆ ★ 熱賣 ↓任搭1000↓
微星 X870 GAMING PLUS WIFI(ATX/LAN 5G+Wi-Fi 7/註五年)14+2+1相*任搭到10/31,$8690 ◆ ★ ↓任搭1000↓
微星 PRO X870E-P WIFI(ATX/LAN 5G+Wi-Fi 7/註四年)14+2+1相,$8490 ◆ ★ ↓任搭390↓
微星 X870E GAMING PLUS WIFI(ATX/LAN 5G+Wi-Fi 7/註五年)14+2+1相,$8990 ◆ ★ ↓任搭390↓
微星 MAG X870 TOMAHAWK WIFI(ATX/LAN 5G+Wi-Fi 7/註五年)14+2+1相*任搭到10/31,$9890 ◆ ★ ↓任搭500↓
微星 MAG X870E TOMAHAWK WIFI(ATX/LAN 5G+Wi-Fi 7/註五年)14+2+1相*任搭到10/31,$11490 ◆ ★ ↓任搭1000↓
微星 MPG X870E EDGE TI WIFI(ATX/銀白/LAN 5G+Wi-Fi 7/註五年)14+2+1相*任搭到10/31,$12990 ◆ ★ ↓任搭500↓
微星 MPG X870E CARBON WIFI(ATX/LAN 5G+2.5G+Wi-Fi 7/註五年)18+2+1相*任搭到10/31,$14990 ◆ ★ ↓任搭1000↓
微星 MEG X870E GODLIKE(E-ATX/Marvell 10G+LAN 5G+Wi-Fi 7)24+2+1相*任搭到10/31,$33990 ◆ ★ ↓任搭500↓
華擎 X870 Pro RS(ATX/Dragon 2.5G/註五年)14+2+1相電源,$7990↘$5790 ◆ ★
華擎 X870 Pro RS WiFi(ATX/Dragon 2.5G+Wi-Fi 7/註五年)14+2+1相電源,$8990↘$5990 ◆ ★
華擎 X870 Steel Legend WiFi(ATX/Dragon 2.5G+Wi-Fi 7/註五年)14+2+1相,$9990↘$6990 ◆ ★
華擎 X870E Nova WiFi(ATX/LAN 5G+Wi-Fi 7/註五年)20+2+1相,$10990↘$9990 ◆ ★ ↓任搭100↓
華擎 X870E Taichi Lite(EATX/LAN 5G+Wi-Fi 7/註五年)24+2+1相,$12990 ◆ ★ ↓任搭190↓
華擎 X870E Taichi(EATX/LAN 5G+Wi-Fi 7/註五年)24+2+1相,$14990 ◆ ★ ↓任搭290↓
華碩 Pro WS TRX50-SAGE WIFI A(CEB/Marvell 10Gb+Intel 2.5Gb+Wi-Fi 7/註四年),$23990 ◆ ★ ↓任搭290↓
華碩 Pro WS TRX50-SAGE WIFI(CEB/Marvell 10Gb+Intel 2.5Gb+Wi-Fi 7/註四年)36相,$25990 ◆ ★ ↓任搭290↓
華擎 TRX50 WS(E-ATX/Marvell 10Gb+LAN 2.5Gb+無線/註五年)18+3+3 電源相位,$24990 ◆ ★ ↓任搭300↓
華碩 Pro WS WRX80E-SAGE SE WIFI II(EEB/2*Intel 10G/無線/註四年/8DIMM),$37990 ◆ ★
華碩 PRO WS WRX90E-SAGE SE(EEB/2*Intel 10G+LAN 1G/註四年/8DIMM),$39990 ◆ ★ ↓任搭500↓
UMAX 單條8GB DDR5-4800/CL40 支援 XMP,$650↗$680 ◆ ★
UMAX 單條16GB DDR5-4800/CL40 支援 XMP,$1100 ◆ ★
UMAX 單條32GB DDR5-4800/CL40 支援 XMP,$2099↗$2150 ◆ ★
UMAX 單條8GB DDR5-5600/CL46【雙參數】,$690 ◆ ★
UMAX 單條16GB DDR5-5600/CL46【雙參數】,$1150 ◆ ★ 熱賣
UMAX 單條16GB DDR5-6000/CL30【雙參數】,$1650↘$1580 ◆ ★
UMAX 單條32GB DDR5-5600/CL46【雙參數】,$2200 ◆ ★ 熱賣
UMAX 單條32GB DDR5-6000/CL30【雙參數】,$3200 ◆ ★
威剛 單條8GB D5-4800/CL40 (AD5U48008G-S) 支援 XMP,$799 ◆ ★ 熱賣
威剛 單條8GB D5-5600/CL46 (AD5U56008G-S)雙參,$899 ◆ ★
威剛 單條16GB D5-4800/CL40 (AD5U480016G-S) 支援 XMP,$1299 ◆ ★ 熱賣
威剛 單條16GB D5-5600/CL46 (AD5U560016G-S)雙參,$1350 ◆ ★
威剛XPG 單條16GB D5-5600/CL46 LancerBlade矮 黑(AX5U5600C4616G-SLABBK)雙參,$1299 ◆ ★ 熱賣
威剛XPG 單條16GB D5-6000/CL48 LancerBlade矮 黑(AX5U6000C4816G-SLABBK)雙參,$1349 ◆ ★ 熱賣
威剛 單條32GB D5-4800/CL40 (AD5U480032G-S) 支援 XMP,$2299 ◆ ★ 熱賣
威剛 單條32GB D5-5600/CL46 (AD5U560032G-S)雙參,$2500 ◆ ★ 熱賣
金士頓 單條16GB DDR5-5600/CL46 【雙參數】,$1488 ◆ ★ 熱賣
金士頓 單條32GB DDR5-5600/CL46 【雙參數】,$2700 ◆ ★ 熱賣
金士頓 單條16GB DDR5-5600(CL36) FURY Beast (獸獵者)【雙參數】,$1300↗$1450 ◆ ★
金士頓 單條16GB DDR5-6000(CL30) FURY Beast Black (獸獵者)【雙參數】,$1950 ◆ ★ 熱賣
KLEVV(科賦) 單條16GB DDR5-5600/CL46 【雙參數】,$1200 ◆ ★ 熱賣
十銓ELITE 單條16GB DDR5 5600/CL46(TED516G5600C4601) 【雙參數】,$1188 ◆ ★ 熱賣
美光 Micron Crucial 單條16GB DDR5 5600/CL46 (原生顆粒)【雙參數】,$1199↗$1499 ◆ ★
美光 Micron Crucial 單條32GB DDR5 5600/CL46 (原生顆粒)【雙參數】,$2399↗$2899 ◆ ★
UMAX 16GB(雙通8GB*2) DDR5 4800/CL40 含散熱片 支援 XMP,$1390↗$1490 ◆ ★
UMAX 32GB(雙通16GB*2) DDR5 4800/CL40 含散熱片 支援 XMP,$2350 ◆ ★ 熱賣
UMAX 64GB(雙通32GB*2) DDR5 4800/CL40 含散熱片 支援 XMP,$4399↗$4450 ◆ ★
UMAX 16GB(雙通8GB*2) DDR5 5600/CL46 含散熱片【雙參數】,$1450↗$1550 ◆ ★
UMAX 32GB(雙通16GB*2) DDR5 5600/CL46 含散熱片【雙參數】,$2400 ◆ ★ 熱賣
UMAX 32GB(雙通16GB*2) DDR5 6000/CL30 含散熱片【雙參數】,$3300 ◆ ★ 熱賣
UMAX 64GB(雙通32GB*2) DDR5 5600/CL46 含散熱片【雙參數】,$4500 ◆ ★
UMAX 64GB(雙通32GB*2) DDR5 6000/CL30 含散熱片【雙參數】,$6500 ◆ ★ 熱賣
威剛XPG 32G(雙通16G*2)D5-5600/CL46 LancerBlade矮 黑(AX5U5600C4616G-DTLABBK)雙參,$2598 ◆ ★ 熱賣
威剛XPG 32G(雙通16G*2)D5-5600/CL46 LancerBlade矮 白(AX5U5600C4616G-DTLABWH)雙參,$2598 ◆ ★ 熱賣
威剛XPG 32G(雙通16G*2)D5-6000/CL48 LancerBlade矮 黑(AX5U6000C4816G-DTLABBK)雙參,$2699 ◆ ★ 熱賣
威剛XPG 32G(雙通16G*2)D5-6000/CL48 LancerBlade矮 白(AX5U6000C4816G-DTLABWH)雙參,$2699 ◆ ★ 熱賣
威剛XPG 32G(雙通16G*2)D5-6000/CL36 LancerBlade矮 黑(AX5U6000C3616G-DTLABBK)雙參,$2899 ◆ ★
威剛XPG 32G(雙通16G*2)D5-6000/CL36 LancerBlade矮 白(AX5U6000C3616G-DTLABWH)雙參,$2899 ◆ ★
威剛XPG 32G(雙通16G*2)D5-6000/CL30 LancerBlade矮 黑(AX5U6000C3016G-DTLABBK)雙參,$3359 ◆ ★ 熱賣
威剛XPG 32G(雙通16G*2)D5-6000/CL30 LancerBlade矮 白(AX5U6000C3016G-DTLABWH)雙參,$3359 ◆ ★ 熱賣
威剛XPG 32G(雙通16G*2)D5-6000/CL28 LancerBlade矮 黑(AX5U6000C2816G-DTLABBK)雙參,$3899 ◆ ★ 熱賣
威剛XPG 32G(雙通16G*2)D5-6000/CL28 LancerBlade矮 白(AX5U6000C2816G-DTLABWH)雙參,$3899 ◆ ★ 熱賣
威剛XPG 32G(雙通16G*2)D5-6000/CL36 LancerBlade矮RGB黑(AX5U6000C3616G-DTLABRBK)雙參,$3099 ◆ ★
威剛XPG 32G(雙通16G*2)D5-6000/CL36 LancerBlade矮RGB白(AX5U6000C3616G-DTLABRWH)雙參,$3099 ◆ ★
威剛XPG 32G(雙通16G*2)D5-6000/CL30 LancerBlade矮RGB黑(AX5U6000C3016G-DTLABRBK)雙參,$3599 ◆ ★ 熱賣
威剛XPG 32G(雙通16G*2)D5-6000/CL30 LancerBlade矮RGB白AX5U6000C3016G-DTLABRWH雙參,$3599 ◆ ★ 熱賣
威剛XPG 32G(雙通16G*2)D5-6000/CL28 LancerBlade矮RGB黑(AX5U6000C2816G-DTLABRBK)雙參,$4099 ◆ ★ 熱賣
威剛XPG 32G(雙通16G*2)D5-6000/CL28 LancerBlade矮RGB白AX5U6000C2816G-DTLABRWH雙參,$4099 ◆ ★ 熱賣
威剛XPG 32G(雙通16G*2)D5-6000/CL30 Lancer黑(AX5U6000C3016G-DCLABK)雙參,$3499 ◆ ★ 熱賣
威剛XPG 32G(雙通16G*2)D5-6000/CL30 Lancer白(AX5U6000C3016G-DCLAWH)雙參,$3499 ◆ ★ 熱賣
威剛XPG 32G(雙通16G*2)D5-6000/CL30 Lancer RGB黑(AX5U6000C3016G-DCLARBK)雙參,$3699 ◆ ★ 熱賣
威剛XPG 32G(雙通16G*2)D5-6000/CL30 Lancer RGB白(AX5U6000C3016G-DCLARWH)雙參,$3699 ◆ ★ 熱賣
威剛XPG 32G(雙通16G*2)D5-6000/CL28 Lancer RGB黑(AX5U6000C2816G-DCLARBK)雙參,$4280 ◆ ★ 熱賣
威剛XPG 32G(雙通16G*2)D5-6000/CL28 Lancer RGB白(AX5U6000C2816G-DCLARWH)雙參,$4280 ◆ ★ 熱賣
威剛XPG 32G(雙通16G*2)D5-6400/CL32 LancerBlade矮 黑(AX5U6400C3216G-DTLABBK)雙參,$3799 ◆ ★
威剛XPG 32G(雙通16G*2)D5-6400/CL32 Lancer RGB黑(AX5U6400C3216G-DCLARBK)雙參,$3899 ◆ ★ 熱賣
威剛XPG 32G(雙通16G*2)D5-6400/CL32 Lancer RGB白(AX5U6400C3216G-DCLARWH)雙參,$3899 ◆ ★ 熱賣
威剛XPG 48G(雙通24G*2)D5-6000/CL30 LancerBlade矮RGB黑(AX5U6000C3024G-DTLABRBK)雙參,$4759 ◆ ★ 熱賣
威剛XPG 48G(雙通24G*2)D5-6000/CL30 LancerBlade矮RGB白AX5U6000C3024G-DTLABRWH雙參,$4759 ◆ ★ 熱賣
威剛XPG 48G(雙通24G*2)D5-6400/CL32 LancerBlade矮RGB黑(AX5U6400C3224G-DTLABRBK)雙參,$4999 ◆ ★ 熱賣
威剛XPG 48G(雙通24G*2)D5-6400/CL32 LancerBlade矮RGB白AX5U6400C3224G-DTLABRWH雙參,$4999 ◆ ★ 熱賣
威剛XPG 64G(雙通32G*2)D5-5600/CL46 LancerBlade矮 黑(AX5U5600C4632G-DTLABBK)雙參,$4899 ◆ ★ 熱賣
威剛XPG 64G(雙通32G*2)D5-5600/CL36 Lancer白(AX5U5600C3632G-DCLAWH)雙參,$5599 ◆ ★ 熱賣
威剛XPG 64G(雙通32G*2)D5-6000/CL30 LancerBlade矮 黑(AX5U6000C3032G-DTLABBK)雙參,$6489 ◆ ★ 熱賣
威剛XPG 64G(雙通32G*2)D5-6000/CL30 LancerBlade矮 白(AX5U6000C3032G-DTLABWH)雙參,$6489 ◆ ★ 熱賣
威剛XPG 64G(雙通32G*2)D5-6000/CL30 LancerBlade矮RGB黑(AX5U6000C3032G-DTLABRBK)雙參,$6899 ◆ ★ 熱賣
威剛XPG 64G(雙通32G*2)D5-6000/CL30 LancerBlade矮RGB白AX5U6000C3032G-DTLABRWH雙參,$6899 ◆ ★ 熱賣
威剛XPG 64G(雙通32G*2)D5-6000/CL30 Lancer黑(AX5U6000C3032G-DCLABK)雙參,$6699 ◆ ★ 熱賣
威剛XPG 64G(雙通32G*2)D5-6000/CL30 Lancer白(AX5U6000C3032G-DCLAWH)雙參,$6699 ◆ ★ 熱賣
威剛XPG 64G(雙通32G*2)D5-5600/CL36 Lancer RGB黑(AX5U5600C3632G-DCLARBK)雙參,$5499 ◆ ★ 熱賣
威剛XPG 64G(雙通32G*2)D5-5600/CL36 Lancer RGB白(AX5U5600C3632G-DCLARWH)雙參,$5499 ◆ ★ 熱賣
威剛XPG 64G(雙通32G*2)D5-6000/CL30 Lancer RGB黑(AX5U6000C3032G-DCLARBK)雙參,$7019 ◆ ★ 熱賣
威剛XPG 64G(雙通32G*2)D5-6000/CL30 Lancer RGB白(AX5U6000C3032G-DCLARWH)雙參,$7019 ◆ ★ 熱賣
威剛XPG 64G(雙通32G*2)D5-6400/CL32 Lancer RGB黑(AX5U6400C3232G-DCLARBK)雙參,$7499 ◆ ★ 熱賣
威剛XPG 64G(雙通32G*2)D5-6400/CL32 Lancer RGB白(AX5U6400C3232G-DCLARWH)雙參,$7499 ◆ ★ 熱賣
威剛XPG 32G(雙通16G*2)D5-7200/CL34 Lancer RGB黑(AX5U7200C3416G-DCLARBK),$4759 ◆ ★ 熱賣
Biwin 佰維 Black Opal HX100 32GB(雙通16GBx2) D5-6000 CL36 黑 [雙參數],$2399 ◆ ★
Biwin 佰維 Black Opal HX100 32GB(雙通16GBx2) D5-6000 CL36 銀 [雙參數],$2399 ◆ ★
Biwin 佰維 Black Opal HX100 32GB(雙通16GBx2) D5-6000 CL28 黑 [雙參數]限時限量~,$3588 ◆ ★ 熱賣
Biwin 佰維 Black Opal HX100 48GB(雙通24GBx2) D5-6000 CL28 黑 [雙參數],$4699 ◆ ★
Biwin 佰維 Black Opal DW100 RGB 32GB(雙通16GBx2) D5-6000 CL36 黑 [雙參數],$2599↗$3399 ◆ ★
Biwin 佰維 Black Opal DW100 RGB 32GB(雙通16GBx2) D5-6000 CL36 白 [雙參數],$2599↗$3399 ◆ ★
Biwin 佰維 Black Opal DW100 RGB 48GB(雙通24GBx2) D5-6000 CL28 黑 [雙參數],$4999 ◆ ★
Biwin 佰維 Black Opal DW100 RGB 48GB(雙通24GBx2) D5-6000 CL28 白 [雙參數],$4999 ◆ ★
Biwin Opal DW100 OC Lab聯名款RGB 192G(四通48G*4) D5 6000黑/CL28 AMD 超頻優化,$26980 ◆ ★
宏碁 Acer Predator Pallas II 32GB(雙通16GB*2) DDR5 6000 黑/CL34【雙參數】,$2799 ◆ ★
宏碁 Acer Predator Pallas II 32GB(雙通16GB*2) DDR5 6000 黑/CL30【雙參數】,$3299 ◆ ★
宏碁 Acer Predator Pallas II 32GB(雙通16GB*2) DDR5 6000 銀/CL30【雙參數】,$3299 ◆ ★
宏碁 Acer Predator Pallas II 32GB(雙通16GB*2) DDR5 6400 銀/CL32【雙參數】,$3099 ◆ ★ 熱賣
宏碁 Acer Predator Pallas II 48GB(雙通24GB*2) DDR5 6000 黑/CL28【雙參數】,$4799↗$5699 ◆ ★
宏碁 Acer Predator Pallas II 64GB(雙通32GB*2) DDR5 6000 黑/CL30【雙參數】,$7299 ◆ ★
宏碁 Acer Predator Pallas II 96GB(雙通48GB*2) DDR5 6000 黑/CL28【雙參數】,$9699 ◆ ★
宏碁 Acer HT200 32GB(雙通16GB*2) DDR5 6000黑/CL30【雙參數】,$3550 ◆ ★ 熱賣
宏碁 Acer HT200 32GB(雙通16GB*2) DDR5 6000銀/CL30【雙參數】,$3550 ◆ ★ 熱賣
宏碁 Acer HT200 64GB(雙通32GB*2) DDR5 6000黑/CL30【雙參數】,$6350 ◆ ★ 熱賣
宏碁 Acer HT200 64GB(雙通32GB*2) DDR5 6000銀/CL30【雙參數】,$6350 ◆ ★ 熱賣
宏碁 Acer Predator Vesta II RGB 32GB(雙通16GB*2)DDR5 6000黑/CL30【雙參數】,$3399 ◆ ★ 熱賣
宏碁 Acer Predator Vesta II RGB 32GB(雙通16GB*2)DDR5 6000銀/CL30【雙參數】,$3399 ◆ ★ 熱賣
宏碁 Acer Predator Vesta II RGB 32GB(雙通16GB*2)DDR5 6400黑/CL32【雙參數】,$3699 ◆ ★ 熱賣
宏碁 Acer Predator Vesta II RGB 32GB(雙通16GB*2)DDR5 6800黑/CL34【雙參數】,$3899 ◆ ★ 熱賣
宏碁 Acer Predator Vesta II RGB 32GB(雙通16GB*2)DDR5 6800銀/CL34【雙參數】,$3899 ◆ ★ 熱賣
宏碁 Acer Predator Hermes RGB 32GB(雙通16GB*2)DDR5 6400黑/CL32【雙參數】,$3899 ◆ ★ 熱賣
宏碁 Acer Predator Hermes RGB 32GB(雙通16GB*2)DDR5 6400銀/CL32【雙參數】,$3899 ◆ ★ 熱賣
宏碁 Acer Predator Hermes RGB 32GB(雙通16GB*2)DDR5 6800黑/CL32【雙參數】,$4299 ◆ ★ 熱賣
宏碁 Acer Predator Hermes RGB 48GB(雙通24GB*2)DDR5 6000黑/CL28【雙參數】,$4999↗$5999 ◆ ★
宏碁 Acer Predator Hermes RGB 48GB(雙通24GB*2)DDR5 6000白/CL28【雙參數】,$4999↗$5999 ◆ ★
宏碁 Acer Predator Hermes RGB 48GB(雙通24GB*2)DDR5 6800黑/CL34【雙參數】,$6699 ◆ ★ 熱賣
宏碁 Acer Predator Hermes RGB 64GB(雙通32GB*2)D5 6400黑/CL32【雙參數】,$8599 ◆ ★ 熱賣
宏碁 Acer Predator Hermes RGB 64GB(雙通32GB*2)D5 6400白/CL32【雙參數】,$8599 ◆ ★ 熱賣
宏碁 Acer Predator hera RGB 32GB(雙通16GB*2)DDR5 8000黑/CL36【雙參數】,$5999 ◆ ★ 熱賣
宏碁 Acer Predator hera RGB 32GB(雙通16GB*2)DDR5 8000銀/CL36【雙參數】,$5999 ◆ ★ 熱賣
宏碁 Acer Predator hera RGB 48GB(雙通24GB*2)DDR5 8400黑/CL40【雙參數】,$8888 ◆ ★ 熱賣
宏碁 Acer Predator hera RGB 48GB(雙通24GB*2)DDR5 8400銀/CL40【雙參數】,$8888 ◆ ★ 熱賣
宏碁 Acer Predator hera OC Lab RGB 192G(四通48G*4) D5 6000金/CL28 AMD 超頻優化,$28380 ◆ ★ 熱賣
KLEVV(科賦)32GB(雙通道16GB*2)DDR5 6000 CRAS V RGB/CL30 曜石黑【雙參數】,$3399 ◆ ★ 熱賣
KLEVV(科賦)32GB(雙通道16GB*2)DDR5 6000 CRAS V RGB/CL30 晶燦白【雙參數】,$3399 ◆ ★ 熱賣
KLEVV(科賦)64GB(雙通道32GB*2)DDR5 6000 CRAS V RGB/CL30 曜石黑【雙參數】,$6359 ◆ ★ 熱賣
KLEVV(科賦)64GB(雙通道32GB*2)DDR5 6000 CRAS V RGB/CL30 晶燦白【雙參數】,$6359 ◆ ★
KLEVV(科賦)32GB(雙通道16GB*2) DDR5 6000/CL30 BOLT V 【雙參數】,$2999 ◆ ★
KLEVV(科賦)32GB(雙通道16GB*2) DDR5 6400/CL32 BOLT V 【雙參數】,$3199 ◆ ★
KLEVV(科賦)32GB(雙通道16GB*2) DDR5 6400/CL32 CRAS V RGB 曜石黑 【雙參數】,$3599 ◆ ★ 熱賣
KLEVV(科賦)32GB(雙通道16GB*2) DDR5 6400/CL32 CRAS V RGB 晶燦白 【雙參數】,$3599 ◆ ★ 熱賣
KLEVV(科賦)64GB(雙通道32GB*2) DDR5 6400/CL32 CRAS V RGB 曜石黑 【雙參數】,$6799 ◆ ★ 熱賣
KLEVV(科賦)64GB(雙通道32GB*2) DDR5 6400/CL32 CRAS V RGB 晶燦白 【雙參數】,$6799 ◆ ★ 熱賣
KLEVV(科賦)32GB(雙通16GB*2) D5 6000/CL30 URBANE V RGB (低矮散熱【雙參數】,$3299 ◆ ★
KLEVV(科賦)32GB(雙通16GB*2) D5 6000/CL28 URBANE V RGB (低矮散熱【雙參數】,$3399 ◆ ★
KLEVV(科賦)32GB(雙通16GB*2) D5 6400/CL32 URBANE V RGB (低矮散熱【雙參數】,$3499 ◆ ★
KLEVV(科賦)32GB(雙通16GB*2) D5 6400/CL30 URBANE V RGB (低矮散熱【雙參數】,$3599 ◆ ★
KLEVV(科賦)48GB(雙通24GB*2) D5 6000/CL30 URBANE V RGB (低矮散熱【雙參數】,$4599 ◆ ★
KLEVV(科賦)48GB(雙通24GB*2) D5 6400/CL32 URBANE V RGB (低矮散熱【雙參數】,$4799 ◆ ★
金士頓 32GB(雙通16GB*2) DDR5-5600/CL36 FURY Beast黑【雙參數】,$2600↗$3150 ◆ ★
金士頓 32GB(雙通16GB*2) DDR5-5600/CL36 FURY Beast白【雙參數】,$2600↗$3150 ◆ ★
金士頓 32GB(雙通16GB*2) DDR5-5600/CL36 FURY Beast RGB黑【雙參數】,$3080↗$3500 ◆ ★
金士頓 32GB(雙通16GB*2) DDR5-5600/CL36 FURY Beast RGB白【雙參數】,$3080↗$3500 ◆ ★
金士頓 32GB(雙通16GB*2) DDR5-6000/CL30 FURY Beast 黑 (獸獵者)【雙參數】,$3450↗$3850 ◆ ★
金士頓 32GB(雙通16GB*2) DDR5-6000/CL30 FURY Beast 白 (獸獵者)【雙參數】,$3450↗$3850 ◆ ★
金士頓 32GB(雙通16GB*2) DDR5-6000/CL30 FURY Beast RGB黑 【雙參數】,$3700↗$4200 ◆ ★
金士頓 32GB(雙通16GB*2) DDR5-6400/CL32 FURY Beast 黑 (獸獵者)【雙參數】,$3900↗$4100 ◆ ★
金士頓 32GB(雙通16GB*2) DDR5-6400/CL32 FURY Beast 白 (獸獵者)【雙參數】,$3900↗$4100 ◆ ★
金士頓 32GB(雙通16GB*2) DDR5-6400/CL32 FURY Beast RGB黑【雙參數】,$4200↗$4250 ◆ ★
金士頓 32GB(雙通16GB*2) DDR5-6400/CL32 FURY Beast RGB白【雙參數】,$4200↗$4250 ◆ ★
金士頓 64GB(雙通32GB*2) DDR5-5600/CL36 FURY Beast 黑 (獸獵者)【雙參數】,$5650 ◆ ★ 熱賣
金士頓 64GB(雙通32GB*2) DDR5-5600/CL36 FURY Beast 白 (獸獵者)【雙參數】,$5650 ◆ ★ 熱賣
金士頓 64GB(雙通32GB*2) DDR5-6000/CL30 FURY Beast 黑 (獸獵者)【雙參數】,$7200 ◆ ★ 熱賣
金士頓 64GB(雙通32GB*2) DDR5-6000/CL30 FURY Beast 白 (獸獵者)【雙參數】,$6500↗$7200 ◆ ★
金士頓 64GB(雙通32GB*2) DDR5-6000/CL30 FURY Beast RGB黑【雙參數】,$6750↗$7700 ◆ ★
金士頓 64GB(雙通32GB*2) DDR5-6000/CL30 FURY Beast RGB白【雙參數】,$6750↗$7700 ◆ ★
金士頓 64GB(雙通32GB*2) DDR5-6400/CL32 FURY Beast 黑 (獸獵者)【雙參數】,$7700 ◆ ★ 熱賣
金士頓 64GB(雙通32GB*2) DDR5-6400/CL32 FURY Beast 白 (獸獵者)【雙參數】,$7700 ◆ ★ 熱賣
金士頓 64GB(雙通32GB*2) DDR5-6400/CL32 FURY Beast RGB黑【雙參數】,$7800↗$7990 ◆ ★
金士頓 64GB(雙通32GB*2) DDR5-6400/CL32 FURY Beast RGB白【雙參數】,$7800↗$7990 ◆ ★
金士頓 32GB(雙通16GB*2) DDR5-6400 FURY Renegade RGB黑(KF564C32RSAK2-32),$4400 ◆ ★ 熱賣
金士頓 32GB(雙通16GB*2) DDR5-7200 FURY Renegade RGB黑(KF572C38RSAK2-32),$5350↘$4990 ◆ ★
金士頓 32GB(雙通16GB*2) DDR5-7200 FURY Renegade RGB銀白(KF572C38RWAK2-32),$5350↘$4990 ◆ ★
十銓T-Force Delta 炫光RGB系列 32GB(雙通16GB*2) D5-6000/CL30 黑色【雙參數】,$3499 ◆ ★ 熱賣
十銓T-Force Delta 炫光RGB系列 32GB(雙通16GB*2) D5-6000/CL30 白色【雙參數】,$3499 ◆ ★ 熱賣
十銓T-Force Delta 炫光RGB系列 64GB(雙通32GB*2) D5-6000/CL38 白色【雙參數】,$5799 ◆ ★ 熱賣
十銓 T-CREATE EXPERT 32GB(16GB*2) D5-6000(CL30)黑【雙參數】頂規十層PCB,$3299 ◆ ★
十銓 T-CREATE EXPERT 32GB(16GB*2) D5-6000(CL30)白【雙參數】頂規十層PCB,$3299 ◆ ★
十銓T-Force Delta 炫光RGB系列 32GB(雙通16GB*2) DDR5-6400/CL32 黑色【雙參數】,$3799 ◆ ★
十銓T-Force Delta 炫光RGB系列 32GB(雙通16GB*2) DDR5-6400/CL32 白色【雙參數】,$3799 ◆ ★
十銓T-Force Delta 炫光RGB系列 32GB(雙通16GB*2) DDR5-7200/CL34 黑色【雙參數】,$4299 ◆ ★
十銓T-Force Delta 炫光RGB系列 32GB(雙通16GB*2) DDR5-7200/CL34 白色【雙參數】,$4299 ◆ ★
十銓T-CREATE EXPERT 引領者32GB(雙通16GB*2) D5-6400/CL32 黑色~頂規十層PCB,$3599 ◆ ★
十銓T-CREATE EXPERT 引領者32GB(雙通16GB*2) D5-6400/CL32 白色~頂規十層PCB,$3599 ◆ ★
十銓T-CREATE EXPERT 引領者48GB(雙通24GB*2) D5-6400/CL32 黑色~頂規十層PCB,$4999 ◆ ★
十銓T-CREATE EXPERT 引領者48GB(雙通24GB*2) D5-6400/CL32 白色~頂規十層PCB,$4999 ◆ ★
十銓XTREEM 玄鏡散熱片 32GB(雙通16GB*2) DDR5-7200/CL34 黑色【雙參數】,$4299 ◆ ★
十銓XTREEM 玄鏡散熱片 32GB(雙通16GB*2) DDR5-7200/CL34 白色【雙參數】,$4299 ◆ ★
十銓XTREEM 玄鏡散熱片 32GB(雙通16GB*2) DDR5-7200/CL34 粉紅色【雙參數】,$4299 ◆ ★
十銓XTREEM ARGB幻鏡炫彩 32GB(雙通16GB*2) DDR5-7200/CL34 黑色【雙參數】,$4399 ◆ ★
十銓XTREEM ARGB幻鏡炫彩 32GB(雙通16GB*2) DDR5-7200/CL34 白色【雙參數】,$4399 ◆ ★
美光 Micron Crucial 64GB(雙通32GB*2) DDR5 4800/CL40 支援 XMP,$4799 ◆ ★
美光 Micron Crucial 32GB(雙通16GB*2) DDR5 5600/CL46(原生顆粒)【雙參數】,$2399↗$2999 ◆ ★
美光 Micron Crucial 64GB(雙通32GB*2) DDR5 5600/CL46(原生顆粒)【雙參數】,$4799↗$5799 ◆ ★
美光 Micron Crucial PRO 超頻 64GB(雙通32GB*2) DDR5 5600/CL46【雙參數】,$4799↗$5799 ◆ ★
美光 Micron Crucial PRO 超頻 96GB(雙通48GB*2) DDR5 5600/CL46【雙參數】,$8999 ◆ ★ 熱賣
美光 Micron Crucial PRO 超頻 64GB(雙通32GB*2) D5 6000/CL40 黑色散熱片【雙參數】,$4999↗$5399 ◆ ★
美光 Micron Crucial PRO 超頻 64GB(雙通32GB*2) D5 6000/CL40 白色散熱片【雙參數】,$4999↗$5399 ◆ ★
美光 Micron Crucial PRO 超頻 32GB(雙通16GB*2) D5 6400/CL38 黑色散熱片【雙參數】,$2699 ◆ ★
美光 Micron Crucial PRO 超頻 32GB(雙通16GB*2) D5 6400/CL38 白色散熱片【雙參數】,$2699 ◆ ★
美光 Micron Crucial PRO 超頻 64GB(雙通32GB*2) D5 6400/CL40 黑色散熱片【雙參數】,$5399 ◆ ★
美光 Micron Crucial PRO 超頻 64GB(雙通32GB*2) D5 6400/CL40 白色散熱片【雙參數】,$5399 ◆ ★
海盜船VENGEANCE 32G(16G*2) D5-5600/CL40黑RGB(CMH32GX5M2B5600C40K)XMP,$2890 ◆ ★ 熱賣
海盜船 VENGEANCE 32G(16G*2) D5-6000/CL36 灰(CMK32GX5M2E6000Z36)雙參數,$2990 ◆ ★
海盜船 VENGEANCE 32G(16G*2) D5-6000/CL36 灰RGB(CMH32GX5M2E6000Z36)雙,$3190 ◆ ★
