華擎 B860I Lightning WiFi(Mini-ITX/LAN2.5G+無線/註五年)10+1+1相供電,$8190↘$5490 ◆ ★ ↓任搭90↓
華擎 B860M-H2(M-ATX/LAN 1G/註四年/2DIMM)5+1+1+1+1 相供電,$3990↘$2990 ◆ ★
華擎 B860M-X WiFi(M-ATX/LAN2.5G+無線/註五年/2DIMM)7+1+1+1+1 相供電,$4990 ◆ ★ ↓任搭100↓
華擎 B860M Pro-A WiFi(M-ATX/LAN2.5G+無線/註四年)10+1+1+1+1 相供電,$5490↘$4190 ◆ ★
華擎 B860M Pro RS WiFi(M-ATX/LAN2.5G+無線/註五年)10+1+1+1+1 相供電,$5990 ◆ ★ ↓任搭100↓
華擎 B860M Steel Legend WiFi(M-ATX/LAN2.5G+無線/註五年)12+1+1+1相,$7490↘$5490 ◆ ★ ↓任搭90↓
華擎 B860 Pro-A WiFi(ATX/LAN2.5G+無線/註四年)10+1+1+1+1 相供電,$5990↘$4490 ◆ ★
華擎 B860 Steel Legend WiFi(ATX/LAN2.5G+無線/註五年)14+1+1+1相,$8290 ◆ ★ ↓任搭190↓
NZXT N9 Z890(黑)(ATX/LAN 5Gb+Wi-Fi 7/五年換新)20+1+1相,$21990 ◆ ★ 熱賣
NZXT N9 Z890(白)(ATX/LAN 5Gb+Wi-Fi 7/五年換新)20+1+1相,$21990 ◆ ★ 熱賣
華碩 ROG STRIX Z890-I GAMING WIFI(Mini-ITX/Intel 2.5Gb+Wi-Fi 7)10+1+1相,$11990 ◆ ★ ↓任搭190↓
華碩 PRIME Z890-P WIFI-CSM(ATX/LAN2.5Gb+Wi-Fi 7/註冊四年)14+1+2相電源,$8490 ◆ ★ ↓任搭190↓
華碩 Z890 AYW GAMING WIFI W(ATX/LAN 2.5Gb+無線/註五年/白色)12+1+2相電源,$8990 ◆ ★ 熱賣
華碩 TUF GAMING Z890-PRO WIFI(ATX/Intel 2.5Gb+Wi-Fi 7/註五年/銀白版)16+1+2相,$9990 ◆ ★
華碩 ROG STRIX Z890-A GAMING WIFI(ATX/Intel 2.5Gb+Wi-Fi 7/銀白版)16+1+2相,$12990 ◆ ★ ↓任搭100↓
華碩 ROG STRIX Z890-F GAMING WIFI(ATX/Intel 2.5Gb+Wi-Fi 7)16+1+2相,$14990 ◆ ★ ↓任搭100↓
華碩 ROG STRIX Z890-E GAMING WIFI(ATX/LAN 5Gb+Wi-Fi 7/註五年)18+1+2相,$16990 ◆ ★ ↓任搭100↓
華碩 ProArt Z890-CREATOR WIFI(ATX/Marvell10G+Intel 2.5G+Wi-Fi 7)16+1+2相,$14990 ◆ ★ ↓任搭100↓
華碩 ROG MAXIMUS Z890 APEX(ATX/LAN 5Gb+Wi-Fi 7/註五年/白色)22+1+2相,$19990 ◆ ★ ↓任搭100↓
華碩 ROG MAXIMUS Z890 HERO(ATX/LAN 5Gb+Intel 2.5G+Wi-Fi 7)22+1+2+2相,$20990 ◆ ★ 熱賣 ↓任搭100↓
華碩 ROG MAXIMUS Z890 HERO BTF(ATX/LAN 5Gb+I 2.5G+Wi-Fi 7/背插)22+1+2+2相,$20990 ◆ ★ ↓任搭300↓
華碩 ROG MAXIMUS Z890 EXTREME(E-ATX/Marvell10G+I 2.5G+Wi-Fi 7)24+2+2相,$34990 ◆ ★ ↓任搭100↓
技嘉 Z890I AORUS ULTRA(Mini-ITX/LAN 2.5G+Wi-Fi 7+註冊五年)8+1+2相,$11990 ◆ ★ ↓任搭190↓
技嘉 Z890 EAGLE WIFI7(ATX/LAN2.5Gb+Wi-Fi 7/註冊四年)14+1+2相電源,$7990 ◆ ★ ↓任搭190↓
技嘉 Z890 GAMING X WIFI7(ATX/LAN2.5Gb+Wi-Fi 7/註冊五年)16+1+2相電源,$9290 ◆ ★ ↓任搭190↓
技嘉 Z890 AORUS ELITE WIFI7(ATX/LAN2.5Gb+Wi-Fi 7/註冊五年)16+1+2相電源,$9990 ◆ ★ ↓任搭290↓
技嘉 Z890 AORUS ELITE WIFI7 ICE 冰魄白(ATX/LAN2.5Gb+Wi-Fi 7)16+1+2相-獨家,$9490 ◆ ★ 熱賣
技嘉 Z890 AERO G(ATX/2*Intel 2.5Gb+Wi-Fi 7/註冊五年)16+1+2相電源,$12990 ◆ ★ ↓任搭200↓
技嘉 Z890 AORUS PRO ICE 冰魄白(ATX/LAN 5Gb+Wi-Fi 7)16+1+2相 *特價到10/31,$10990 ◆ ★ ↓任搭390↓
技嘉 Z890 AORUS MASTER(ATX/Marvell 10Gb+Wi-Fi 7/註五年)18+1+2相電源,$17990 ◆ ★ ↓任搭390↓
技嘉 Z890 AI TOP(E-ATX/2*Marvell 10Gb+Wi-Fi 7/註五年)16+1+2相,$20990 ◆ ★ ↓任搭290↓
技嘉 Z890 AORUS TACHYON ICE(E-ATX/LAN 5Gb+Wi-Fi 7/註五年)18+1+2相,$24990 ◆ ★ ↓任搭190↓
技嘉 Z890 AORUS XTREME AI TOP(E-ATX/2*Marvell 10Gb+Wi-Fi 7)22+1+2相,$34990 ◆ ★ ↓任搭490↓
微星 MPG Z890I EDGE TI WIFI(Mini-ITX/Killer 5Gb+Wi-Fi 7/註冊五年)10+1+1+1相電源,$10990 ◆ ★
微星 PRO Z890-S WIFI(ATX/LAN 2.5Gb+Wi-Fi 7/註冊四年)12+1+1+1相*任搭到10/31,$6990 ◆ ★ ↓任搭100↓
微星 PRO Z890-S WIFI WHITE(ATX/LAN 2.5Gb+Wi-Fi 7/雪白版)12+1+1+1相*任搭到10/31,$6990 ◆ ★ ↓任搭100↓
微星 PRO Z890-P WIFI(ATX/LAN 5Gb+Wi-Fi 7/註冊四年)14+1+1+1相電源*任搭到10/31,$7990 ◆ ★ ↓任搭100↓
微星 PRO Z890-A WIFI(ATX/LAN 5Gb+Wi-Fi 7/註冊四年)16+1+1+1相電源,$8490 ◆ ★ ↓任搭100↓
微星 Z890 GAMING PLUS WIFI(ATX/Killer 5Gb+Wi-Fi 7/註冊五年)14+1+1+1相電源,$8990 ◆ ★ ↓任搭100↓
微星 MAG Z890 TOMAHAWK WIFI(ATX/Killer 5Gb+Wi-Fi 7)16+1+1+1相*獨家-任搭到10/31,$9990 ◆ ★ 熱賣 ↓任搭100↓
微星 MPG Z890 EDGE TI WIFI(ATX/Killer 5Gb+Wi-Fi 7/註冊五年)16+1+1+1相電源,$12490 ◆ ★
微星 MPG Z890 CARBON WIFI(ATX/Killer5Gb+Intel2.5Gb+Wi-Fi 7/註五年)20+1+1+1相,$14690 ◆ ★ ↓任搭100↓
微星 MEG Z890 UNIFY-X(ATX/Killer5Gb+Wi-Fi 7/註五年)20+2+1+1相,$17690 ◆ ★ ↓任搭100↓
微星 MEG Z890 ACE(ATX/Marvell 10Gb+Wi-Fi 7/註五年)24+2+1+1相,$18990 ◆ ★ ↓任搭100↓
微星 MEG Z890 GODLIKE(E-ATX/Marvell 10Gb+Killer 5Gb+Wi-Fi 7/註冊五年),$34900 ◆ ★ ↓任搭100↓
華擎 Z890I Nova WiFi(Mini-ITX/LAN 5Gb+Wi-Fi 7/註五年)12+1+1+1+1 相供電,$11990 ◆ ★ ↓任搭100↓
華擎 Z890M Riptide WiFi(M-ATX/Killer 2.5G+無線/註五年)16+1+1相,$9590 ◆ ★ ↓任搭100↓
華擎 Z890 Pro-A(ATX/LAN 2.5Gb/註冊五年保)16+1+1相電源,$7990 ◆ ★
華擎 Z890 Pro-A WiFi(ATX/LAN 2.5Gb+無線/註冊五年保)16+1+1相電源,$8690 ◆ ★
華擎 Z890 Pro RS WiFi(ATX/LAN 2.5Gb+無線/註冊五年保)16+1+1相電源,$9590 ◆ ★
華擎 Z890 Pro RS WiFi White(ATX/LAN 2.5Gb+無線/註五年/銀白版)16+1+1相電源,$9890 ◆ ★
華擎 Z890 Steel Legend WiFi(ATX/LAN2.5Gb+Wi-Fi 7/註五年)18+1+1相電源,$10290 ◆ ★ ↓任搭190↓
華擎 Z890 Riptide WiFi(ATX/Killer 2.5G+Wi-Fi 7/註冊五年保)18+1+1相,$9790 ◆ ★
華擎 Z890 Nova WiFi(ATX/LAN 5Gb+Killer 2.5Gb+Wi-Fi 7)20+1+2相,$14590 ◆ ★ ↓任搭290↓
華擎 Z890 Taichi Lite(ATX/LAN 5Gb+Dragon 2.5Gb+Wi-Fi 7)20+1+2相,$16990 ◆ ★ ↓任搭290↓
華擎 Z890 Taichi(ATX/LAN 5Gb+Dragon 2.5Gb+Wi-Fi 7)20+1+2相,$17990 ◆ ★ ↓任搭290↓
華碩 H81M-K(M-ATX/1A1D/U3/LAN 1Gb/註四年),$2490 ◆ ★
技嘉 H81M-DS2(M-ATX/1A/U3/LPT+COM埠/三年保),$1990 ◆ ★
華碩 H110M-K【單片盒裝】(M-ATX/1A1D/U3/LAN 1Gb/全固/註四年),$2790 ◆ ★
華碩 PRIME H310M-K(M-ATX/1A1D/LAN 1Gb/註四年),$2790 ◆ ★
技嘉 H110M-S2PH(M-ATX/1A1H/LAN 1Gb/全固/LPT+COM埠/註四年),$2490 ◆ ★
華碩 PRIME H510M-K(M-ATX/1A1H/Intel 1Gb/註四年),$2790 ★ ↓任搭200↓
華擎 B450M-HDV R4.0(M-ATX/1A1D1H/DIMM*2/註四年)4+2相供電,$1790 ◆ ★
華碩 PRIME A520M-K/CSM(M-ATX/1A1H/LAN 1Gb/註四年),$1990 ◆ ★ 熱賣 ↓任搭100↓
技嘉 A520M K V2(M-ATX/1A1H/LAN 1Gb/註四年)8相數位供電,$1990 ◆ ★
微星 A520M-A PRO(M-ATX/1D1H/LAN 1Gb/註四年/2DIMM),$1890 ◆ ★ ↓任搭100↓
華擎 A520M-ITX/ac(mini-ITX/1H1P/LAN 1Gb/ac+BT/註四年)8數位電源,$3390 ◆ ★
華碩 PRIME B550M-K ARGB-CSM(M-ATX/LAN 1Gb/2DIMM)4+2相供電,$2590 ◆ ★ 熱賣
華碩 PRIME B550M-K/CSM(M-ATX/LAN 1Gb/註四年/4DIMM)4+2相供電,$2790 ◆ ★
技嘉 B550M K(M-ATX/1H1P/LAN 1Gb/註四年/4dimm)4+2相供電,$2490 ◆ ★ 熱賣
技嘉 B550M GAMING X WIFI6(M-ATX/LAN 1Gb+無線/註五年) 5+3相電源,$2990 ◆ ★
技嘉 B550M AORUS ELITE(M-ATX/1D1H/LAN 1Gb/註五年) 獨家5+3相,$2990 ◆ ★ 熱賣
微星 B550M PRO-VDH(M-ATX/1A1H1P/Realtek LAN/註四年)4+2+1相供電,$2790 ★
微星 B550M PRO-VDH WIFI(M-ATX/1A1H1P/Realtek LAN+ac/註四年)4+2+1相供電,$3190 ◆ ★
華擎 B550M-ITX/ac(ITX/1H1P/LAN 1Gb/ac+BT/註四年) 8相供電,$3990 ◆ ★ ↓任搭100↓
華碩 PRIME A620M-K-CSM(M-ATX/LAN 1Gb/註四年)8+2相 *優惠活動到,$2990 ◆ ★ 熱賣
華擎 A620I Lightning WIFI(mini-ITX/LAN 2.5G+無線/2DIMM)8+2+1 相供電,$4790 ★ ↓任搭100↓
華擎 A620AM-HVS(M-ATX/LAN 1Gb/註四年/2DIMM)4+1+1 相供電,$2590 ◆ ★
華碩 ROG STRIX B650E-I GAMING WIFI(Mini-ITX/Intel2.5G+無線)10+2+1相,$8990 ◆ ★
華碩 PRIME B650M-F-CSM(M-ATX/LAN 1G/註四年/2DIMM)9相,$2990 ★ ↓任搭100↓
[任搭U]華碩 PRIME B650M-F-CSM(M-ATX/LAN 1G/註四年/2DIMM)9相,$2590 ★
華碩 B650M-AYW WIFI(M-ATX/LAN 2.5G+無線/註五年/2DIMM)11相,$3990 ◆ ★ ↓任搭200↓
[任搭U]華碩 B650M-AYW WIFI(M-ATX/LAN 2.5G+無線/註五年/2DIMM)11相,$3590 ◆ ★
華碩 TUF GAMING B650M-E(M-ATX/LAN 2.5G/註五年)8+2+1相電源,$3590 ◆ ★
[任搭U] 華碩 TUF GAMING B650M-E(M-ATX/LAN 2.5G/註五年)8+2+1相電源,$3390 ◆ ★
華碩 TUF GAMING B650M-E WIFI(M-ATX/LAN 2.5G+無線/註五年)8+2+1相電源,$4090 ◆ ★ ↓任搭100↓
華碩 TUF GAMING B650M-PLUS(M-ATX/LAN 2.5G/註五年)12+2+2相電源 獨家支援,$4190 ◆ ★ 熱賣
華碩 TUF GAMING B650M-PLUS WIFI(M-ATX/LAN 2.5G+無線/註五年)12+2+2相,$4990 ◆ ★
[任搭U] 華碩 TUF GAMING B650M-PLUS WIFI(M-ATX/LAN 2.5G+無線)12+2+2相,$4690 ◆ ★
華碩 TUF GAMING B650-E WIFI(ATX/LAN 2.5G+無線/註五年)8+2+2相電源,$4990 ◆ ★
[任搭U] 華碩 TUF GAMING B650-E WIFI(ATX/LAN 2.5G+無線/註五年)8+2+2相電源,$4490 ◆ ★
華碩 TUF GAMING B650-PLUS WIFI(ATX/LAN 2.5G+無線)12+2相電源,$5790 ◆ ★
[任搭U] 華碩 TUF GAMING B650-PLUS WIFI(ATX/LAN 2.5G+無線)12+2相電源,$4990 ◆ ★
華碩 ROG STRIX B650-A GAMING WIFI(ATX/Intel2.5G+無線)12+2+1相,$5490 ◆ ★
技嘉 B650M H(M-ATX/LAN 1Gb/註冊四年/2DIMM)5+2+2相電源,$2990 ◆ ★
[任搭U] 技嘉 B650M H(M-ATX/LAN 1Gb/註冊四年/2DIMM)5+2+2相電源,$2590 ◆ ★
技嘉 B650M GAMING WIFI(M-ATX/LAN 2.5G/註五年/2DIMM)5+2+2相,$3490 ◆ ★ ↓任搭100↓
技嘉 B650M GAMING X AX(M-ATX/LAN 2.5G+AMD 無線/4DIMM)6+2+1相電源,$3990 ◆ ★
技嘉 B650M AORUS ELITE AX ICE(M-ATX冰魄白/LAN 2.5G+無線/五年)12+2+2相,$5490 ◆ ★ ↓任搭100↓
技嘉 B650 EAGLE AX(ATX/LAN 1Gb+無線/註冊四年)12+2+2相電源,$4490 ◆ ★ ↓任搭90↓
技嘉 B650 AORUS ELITE AX V2(ATX/LAN 2.5G+無線/註五年)12+2+2相電源,$5490 ◆ ★ 熱賣 ↓任搭200↓
技嘉 B650E AORUS ELITE X AX ICE 冰魄白(ATX/LAN 2.5G+無線)12+2+2相,$6990 ◆ ★
微星 MPG B650I EDGE WIFI(Mini-ITX/LAN 2.5G+無線/註五年)8+2+1相*任搭到10/31,$4990 ◆ ★ ↓任搭500↓
微星 PRO B650M-P(M-ATX/LAN 2.5G/註四年)6+2+1相電源,$3090 ◆ ★
微星 PRO B650M-B(M-ATX/LAN 2.5G/註四年)6+2+1相電源 任搭優惠實施中,$2590 ◆ ★
微星 B650M GAMING WIFI(M-ATX/R2.5G+無線/2DIMM)6+2+1相,$3690 ◆ ★
微星 B650M GAMING PLUS WIFI(M-ATX/LAN 2.5G+無線/註五年)10+2+1相*任搭到10/31,$4290 ◆ ★ ↓任搭300↓
微星 PRO B650M-A WIFI(M-ATX/LAN 2.5G+無線/註四年)8+1+1相電源,$3990 ◆ ★
微星 MAG B650M MORTAR WIFI(M-ATX/LAN2.5G+無線/註五年)12+2+1相 獨家,$4790 ◆ ★
微星 B650M PROJECT ZERO 背插(M-ATX/LAN2.5G+無線/註五年)10+2+1相,$4990 ◆ ★ 熱賣
微星 PRO B650-S WIFI(ATX/LAN2.5G+AMD 無線/註五年)12+2+1相*任搭到10/31,$3990 ◆ ★ ↓任搭300↓
微星 B650 GAMING PLUS WIFI(ATX/LAN2.5G+AMD 無線/註五年)12+2+1相*任搭到10/31,$4490 ◆ ★ ↓任搭300↓
微星 MAG B650 TOMAHAWK WIFI(ATX/LAN2.5G+AMD 無線)14+2+1相*任搭到10/31,$5990 ◆ ★ ↓任搭500↓
微星 MPG B650 EDGE WIFI(ATX/LAN2.5G+AMD 無線/註五年)14+2+1相,$6790 ◆ ★
華擎 B650M-H/M.2+ WiFi(M-ATX/LAN 1G+無線/註四年/2DIMM)6+1+1相,$3490↘$2990 ◆ ★
華擎 B650M Pro RS(M-ATX/LAN 2.5G/註冊四年保)8+2+1 相供電,$3990↘$3390 ◆ ★
華擎 B650M PG Lightning WiFi(M-ATX/LAN 2.5G+無線/註四年)6+2+1 相供電,$3690 ◆ ★
華擎 B650M PG Riptide WiFi White(M-ATX/Dragon 2.5G+無線/註五年)12+2+1相電源,$5490 ◆ ★
微星 PRO B840-P WIFI(ATX/LAN2.5G+Wi-Fi 7/註四年)7+2+1相供電,$4590 ◆ ★
微星 B840 GAMING PLUS WIFI(ATX/LAN2.5G+Wi-Fi 7/註五年)7+2+1相供電,$4990 ◆ ★ ↓任搭100↓
華擎 B840M-HVS(M-ATX/LAN 1Gb/註冊四年保/2DIMM)4+1+1相供電,$2990 ◆ ★
華碩 ROG STRIX B850-I GAMING WIFI(Mini-ITX/Intel 2.5G+Wi-Fi 7/註五年)10+2+1相,$9290 ◆ ★ ↓任搭500↓
華碩 PRIME B850M-K-CSM(M-ATX/LAN2.5G/註冊四年保/2DIMM)8+2+1相,$4490 ◆ ★
華碩 B850M AYW GAMING WIFI(M-ATX/LAN2.5G+無線/註五年)8+2+1相,$4990 ◆ ★
華碩 TUF GAMING B850M-E WIFI(M-ATX/LAN2.5G+無線/註五年)8+2+1相,$5490 ◆ ★
華碩 TUF GAMING B850M-PLUS(M-ATX/LAN2.5G/註冊五年保)14+2+1相,$5490 ◆ ★ ↓任搭100↓
[任搭U] 華碩 TUF GAMING B850M-PLUS(M-ATX/LAN2.5G/註冊五年保)14+2+1相,$4990 ◆ ★
華碩 TUF GAMING B850M-PLUS WIFI(M-ATX/LAN2.5G+無線/註五年)14+2+1相,$5990 ◆ ★ ↓任搭100↓
華碩 TUF GAMING B850M-PLUS WIFI7(M-ATX/LAN2.5G+Wi-Fi 7/註五年)14+2+1相,$6490 ◆ ★ ↓任搭100↓
華碩 TUF GAMING B850M-PLUS WIFI7 W(M-ATX/LAN2.5G+Wi-Fi 7/註五年/白)14+2+1相,$6590 ◆ ★ ↓任搭100↓
華碩 B850 MAX GAMING WIFI W(ATX/LAN2.5G+無線/註五年/銀白)獨家.8+2+1相,$5490 ◆ ★ ↓任搭100↓
華碩 TUF GAMING B850-E WIFI(ATX/LAN2.5G+無線/註五年)8+2+1相,$5990 ◆ ★
華碩 TUF GAMING B850-PLUS WIFI(ATX/LAN2.5G+Wi-Fi 7/註五年)14+2+1相,$6990 ★ ↓任搭190↓
華碩 TUF GAMING B850-BTF WIFI W背插(ATX/LAN2.5G+Wi-Fi 7/註五年/白)14+2+1相,$7990 ◆ ★ 熱賣
華碩 ROG STRIX B850-G GAMING WIFI(白)(M-ATX/Intel 2.5G+Wi-Fi 7)14+2+1相,$7490 ◆ ★ ↓任搭100↓
華碩 ROG STRIX B850-A GAMING WIFI(白)(ATX/Intel 2.5G+Wi-Fi 7/註五年)14+2+1相,$7990 ◆ ★ ↓任搭100↓
華碩 ROG STRIX B850-F GAMING WIFI(ATX/Intel 2.5G+Wi-Fi 7/註五年)16+2+1相,$8990 ◆ ★ ↓任搭100↓
技嘉 B850M DS3H(M-ATX/LAN2.5G/註四年)8+2+2相,$4990↘$4290 ◆ ★
技嘉 B850M DS3H ICE(M-ATX/LAN2.5G/註四年/雪白)8+2+2相,$4990↘$4290 ◆ ★
技嘉 B850M GAMING X WIFI6E(M-ATX/LAN2.5G+無線/註五年)10+2+2相,$5990 ◆ ★
技嘉 B850M AORUS ELITE WIFI6E ICE(白)(M-ATX/LAN2.5G+無線/註五年)12+2+2相,$6490↘$6190 ◆ ★
技嘉 B850M AORUS ELITE WIFI7 ICE-P(雕妹)(M-ATX/獨家)12+2+2相*送雕妹公仔盲盒,$6490 ◆ ★ 熱賣
技嘉 B850 EAGLE WIFI6E(ATX/LAN 1Gbps+無線/註四年)8+2+2相,$5990 ◆ ★
技嘉 B850 GAMING X WIFI6E(ATX/LAN2.5G+無線/註五年)12+2+2相,$6790 ◆ ★
技嘉 B850 AORUS ELITE WIFI7(ATX/LAN2.5G+Wi-Fi 7/註五年)14+2+2相,$7990 ◆ ★
技嘉 B850 AORUS ELITE WIFI7 ICE(冰魄白)(ATX/LAN2.5G+Wi-Fi 7/註五年)14+2+2相,$7990 ◆ ★ ↓任搭290↓
技嘉 B850 AORUS STEALTH ICE(背插式)(ATX/LAN 5G+Wi-Fi 7/註五年)14+2+2相,$7990 ◆ ★ 熱賣
技嘉 B850 AI TOP(ATX/2*Marvell 10GbE+Wi-Fi 7/註五年)16+2+2相,$12990 ◆ ★
微星 MPG B850I EDGE TI WIFI(Mini-ITX/LAN 5G+Wi-Fi 7/註五年)8+2+1相,$8990 ◆ ★ ↓任搭100↓
微星 PRO B850M-P WIFI(M-ATX/LAN 5G+Wi-Fi 7/註四年)7+2+1相,$4590 ◆ ★ ↓任搭100↓
微星 PRO B850M-A WIFI(M-ATX/LAN 5G+Wi-Fi 7/註四年)8+2+1相,$5290 ◆ ★ ↓任搭100↓
微星 B850M GAMING PLUS WIFI(M-ATX/LAN 5G+Wi-Fi 7/註五年)8+2+1相,$5790↘$5490 ◆ ★
微星 MAG B850M MORTAR(M-ATX/LAN 5G/註冊五年保)12+2+1相,$6290 ◆ ★ ↓任搭500↓
微星 MAG B850M MORTAR WIFI(M-ATX/LAN 5G+Wi-Fi 7/註五年)12+2+1相,$6790 ◆ ★ ↓任搭500↓
微星 PRO B850-P WIFI(ATX/LAN5G+Wi-Fi 7/註四年)12+2+1相,$5790 ◆ ★
微星 B850 GAMING PLUS WIFI(ATX/LAN5G+Wi-Fi 7/註五年)12+2+1相,$6290↘$5790 ◆ ★ ↓任搭90↓
微星 B850 GAMING PLUS WIFI PZ(ATX/LAN5G+Wi-Fi 7/註五年/白)12+2+1相,$6290 ◆ ★ ↓任搭90↓
微星 MAG B850 TOMAHAWK MAX WIFI(ATX/LAN5G+Wi-Fi 7)14+2+1相*任搭到10/31,$7890 ◆ ★ ↓任搭500↓
微星 MPG B850 EDGE TI WIFI(ATX/LAN5G+Wi-Fi 7/註五年/雪白版)14+2+1相*任搭到10/31,$8490 ◆ ★ ↓任搭500↓
華擎 B850I LIGHTNING WIFI(Mini-ITX/Killer2.5G+無線/註五年)10+1+1相,$7890↘$6990 ◆ ★ ↓任搭190↓
華擎 B850M-X(M-ATX/LAN2.5G/註五年/2DIMM)6+1+1相,$3590 ◆ ★ ↓任搭100↓
華擎 B850M-X WIFI(M-ATX/LAN2.5G+無線/註五年/2DIMM)6+1+1相,$3790 ◆ ★ ↓任搭100↓
華擎 B850M Pro-A(M-ATX/LAN2.5G/註四年)8+2+1 相供電,$4890↘$3990 ◆ ★ ↓任搭100↓
華擎 B850M Pro-A WiFi(M-ATX/LAN2.5G+無線/註四年)8+2+1 相供電,$5390↘$4190 ◆ ★ ↓任搭100↓
華擎 B850M Pro RS(M-ATX/LAN2.5G/註五年)8+2+1 相供電,$5590↘$4590 ◆ ★ ↓任搭100↓
華擎 B850M Pro RS WiFi(M-ATX/LAN2.5G+無線/註五年)8+2+1 相供電,$4590 ◆ ★ ↓任搭100↓
華擎 B850M Steel Legend WiFi(M-ATX/LAN2.5G+Wi-Fi 7/註五年)12+2+1 相供電,$5490↘$4990 ◆ ★ ↓任搭200↓
華擎 B850M Riptide WiFi(M-ATX/LAN2.5G+Wi-Fi 7/註五年)12+2+1 相供電,$5690 ◆ ★
華擎 B850 Challenger WiFi(ATX/LAN2.5G+Wi-Fi 7/註五年)12+2+1 相供電,$5790 ◆ ★ ↓任搭100↓
華擎 B850 Challenger WiFi White(ATX/LAN2.5G+Wi-Fi 7/註五年/白)12+2+1 相供電,$5790 ◆ ★ ↓任搭100↓
華擎 B850 PRO-A(ATX/LAN2.5G/註五年)14+2+1相,$5990 ◆ ★ ↓任搭100↓
華擎 B850 Pro RS(ATX/LAN2.5G/註五年)14+2+1相,$6490 ◆ ★
NZXT N9 X870E(黑)(ATX/LAN 5Gb+Wi-Fi 7/五年換新)20+2+1相,$21990 ◆ ★ 熱賣 ↓任搭100↓
NZXT N9 X870E(白)(ATX/LAN 5Gb+Wi-Fi 7/五年換新)20+2+1相,$21990 ◆ ★ 熱賣 ↓任搭100↓
華碩 ROG STRIX X870-I GAMING WIFI(Mini-ITX/Intel 2.5G+Wi-Fi 7/註五年)10+2+1相,$13990 ★ ↓任搭190↓
華碩 PRIME X870-P-CSM(ATX/LAN2.5G/註四年)14+2+1相-獨家 價格一次到位!!,$6690 ◆ ★ 熱賣 ↓任搭500↓
華碩 PRIME X870-P WIFI-CSM(ATX/LAN2.5G+Wi-Fi 7/註四年)14+2+1相,$7090 ◆ ★
[搭U價] 華碩 PRIME X870-P WIFI-CSM(ATX/LAN2.5G+Wi-Fi 7/註四年)14+2+1相,$6590 ◆ ★
華碩 X870 AYW GAMING WIFI W(ATX/LAN2.5G+無線/註五年/銀白)12+2+1相,$7990 ◆ ★ 熱賣 ↓任搭500↓
華碩 X870 MAX GAMING WIFI7 W(ATX/LAN2.5G+Wi-Fi 7/註五年/銀白)12+2+1相,$7990 ◆ ★
華碩 TUF GAMING X870-PLUS WIFI(ATX/LAN2.5G+Wi-Fi 7/註五年)16+2+1相,$9490 ◆ ★
華碩 ProArt X870E-CREATOR WIFI(ATX/Marvell 10G+Intel 2.5G+Wi-Fi 7)16+2+2相,$14990 ◆ ★ ↓任搭290↓
華碩 ROG STRIX X870-A GAMING WIFI(ATX/Intel 2.5G+Wi-Fi 7/註五年/白色)16+2+2相,$12990 ◆ ★ ↓任搭190↓
華碩 ROG STRIX X870E-E GAMING WIFI(ATX/LAN 5G+Wi-Fi 7/註五年)18+2+2相,$16990 ◆ ★ ↓任搭190↓
華碩 ROG CROSSHAIR X870E HERO(ATX/LAN 5G+Intel 2.5G+Wi-Fi 7)18+2+2相,$20990 ◆ ★ ↓任搭290↓
華碩 ROG CROSSHAIR X870E APEX(ATX/LAN 5G+Wi-Fi 7/註五年/2DIMM)18+2+2相,$23990 ◆ ★ ↓任搭290↓
華碩 ROG CROSSHAIR X870E EXTREME(E-ATX/LAN 5G+Marvell10G+Wi-Fi 7)20+2+2相,$36990 ◆ ★ ↓任搭290↓
技嘉 X870I AORUS PRO ICE(Mini-ITX/LAN 2.5G+Wi-Fi 7/註五年)8+2+1相,$10990 ◆ ★ ↓任搭190↓
技嘉 X870 EAGLE WIFI7(ATX/LAN2.5G+Wi-Fi 7/註四年)14+2+2相,$7390 ◆ ★ ↓任搭100↓
技嘉 X870 GAMING X WIFI7(ATX/LAN2.5G+Wi-Fi 7/註五年)16+2+2相,$9490 ◆ ★ ↓任搭100↓
技嘉 X870 AORUS ELITE WIFI7(ATX/LAN2.5G+Wi-Fi 7/註五年)16+2+2相,$10490 ◆ ★ ↓任搭100↓
技嘉 X870 AORUS ELITE WIFI7 ICE(ATX/LAN2.5G+Wi-Fi 7/獨家-冰魄白)16+2+2相,$10490 ◆ ★ ↓任搭100↓
技嘉 X870 AORUS STEALTH ICE(背插式)(ATX/LAN 5G+Wi-Fi 7/註五年)16+2+2相,$10990 ◆ ★
技嘉 X870E AORUS PRO(ATX/LAN2.5G+Wi-Fi 7/註五年)16+2+2相,$11990 ◆ ★ ↓任搭190↓
技嘉 X870E AORUS PRO ICE(冰魄白)(ATX/LAN2.5G+Wi-Fi 7)16+2+2相*特價到10/31,$10990 ◆ ★ ↓任搭190↓
技嘉 X870E AORUS MASTER(ATX/LAN5G+Wi-Fi 7/註五年)16+2+2相,$20490 ◆ ★ ↓任搭390↓
技嘉 X870 AORUS TACHYON ICE(E-ATX/LAN 5G+Wi-Fi 7/註五年)18+2+2相,$20990 ◆ ★ ↓任搭290↓
技嘉 X870E AORUS XTREME AI TOP(E-ATX/2*Marvell 10Gb+Wi-Fi 7/註五年)18+2+2相,$24990 ◆ ★ ↓任搭390↓
